Gtin;Status;BrandName;TradeItemDescription.LanguageCode;TradeItemDescription.Value;TradeItemDescription.LanguageCode;TradeItemDescription.Value;ProductNetContent.Value;ProductNetContent.MeasureUnit;ProductNetContent.MeasureUnitCode;GpcId;TradeItemUnitDescriptorCode;TradeItemUnitDescriptor;IsTradeItemAConsumerUnit;ChildGtin.Quantity;ChildGtin.Gtin;TargetMarket.CountryCode;TargetMarket.CountryName;TargetMarket.AdditionalTradeItemIdentification;TargetMarket.ExternalProductImageUrl;TargetMarket.CountryCode;TargetMarket.CountryName;TargetMarket.AdditionalTradeItemIdentification;TargetMarket.ExternalProductImageUrl;TargetMarket.CountryCode;TargetMarket.CountryName;TargetMarket.AdditionalTradeItemIdentification;TargetMarket.ExternalProductImageUrl;TargetMarket.CountryCode;TargetMarket.CountryName;TargetMarket.AdditionalTradeItemIdentification;TargetMarket.ExternalProductImageUrl;TargetMarket.CountryCode;TargetMarket.CountryName;TargetMarket.AdditionalTradeItemIdentification;TargetMarket.ExternalProductImageUrl;TargetMarket.CountryCode;TargetMarket.CountryName;TargetMarket.AdditionalTradeItemIdentification;TargetMarket.ExternalProductImageUrl;TargetMarket.CountryCode;TargetMarket.CountryName;TargetMarket.AdditionalTradeItemIdentification;TargetMarket.ExternalProductImageUrl;CreatedDateTime;LastChangeDateTime;EAN;EAN sá?ek;EAN Krabice;Druh položky;Produktová ?ada;Kategorie;Prefix kategorie;Kód kategorie;Podkategorie;Provedení;Kod provedení;Varianta;Odd?lova?;Kód produktu;Prefix Kód produktu;Druh materiálu;Skupina položek AX;Skupina ?ádkové slevy AX;Dodavatel;I?O Dodavatele;Zem? p?vodu;Norma;T?ída materiálu;Pr?m?r;Úhel [°];Váha [kg];Pr?m?r (D) [mm];Tlouš?ka st?ny (T) [mm];Rozm?r;First line engraving;Second line engraving;Third line engraving;Fourth line engraving;Engraving on back filename;GS1 digitallink;L [mm];Rozm?r (L1) [mm];Rozm?r (Z) [mm];Rozm?r (Z1) [mm];Rozm?r (S) [mm];Rozm?r (S1) [mm];Prm. (d) [mm];Po?et d?r (n);Rozm?r (H) ;Rozm?r (D1)  [mm] ;Rozm?r (D2)  [mm] ;Sá?ek ks;Sá?ek jednotka EN;Po?et sá?k? v krabici;Jednotka sacky v krabici EN;Krabice ks;Krabice jednotka EN;UNC obrazek stitek;Popis štítek EN;Popis štítek CZ;Popis štítek CZ bez rozm?ru;Druh zápisu;Název;Zkrácený popis štítek CZ PH;RZZZ; Nákupní cena CN [USD] ;P?vdoní cena;Zdražení;bbb;nár?st;fa;Drawing_url;picture_url;Typ Krabice;Rozm?r Krabice;Rozm?r sá?ku;x11;Objednávka 0;Objednávka krabic 0;1. Objednávka ks;1. Objednávka krabic;1 objednávka cena za položky;Váha zboží 1. objednávky [kg];NC Zboží po Michalovi CZK;Cena dopravy CZK;Cena cla;Základní kalkulace NC sklad;NC po clu a doprave za  3000USD, USD je 24;NC po clu a doprave za  5000USD, USD je 24;NC po clu a doprave za  7000USD, USD je 24;NC po clu a doprave za  10000USD, USD je 24; ARSECO DPC ;Kod ARSECO; ARSECO 50% TENDR ; ARSECO ARENA ; Nákup VO DE EUR ; Nákup VO DE CZK ;Násobek DE vs Nákupní cena CN;Nejlevn?jší na Inet;rozdíl nákup vs internet koeficient;NC priblizebna sklad;Cenik TP316L;PC ARSECO TAVINOX;PC VO1 TAVINOX;Hruba marze PC ARSECO TAVINOX;Hruba marze PC VO1 TAVINOX;2. Objednávka ks;2. Objednávka krabic;3. Objednávka ks;3. Objednávka krabic;4. Objednávka ks;4. Objednávka krabic
08596683010655;DRAFT;TAVINOX;CS;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 18 mm x 1""";EN;"PRESS 316L Female street adapter (MxRp) 18 mm x 1""";5.0000000000;Kus;H87;10004022;PACK_OR_INNER_PACK;Balení nebo vnit?ní balení;TRUE;5;08596683010648;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:58:53;21.10.2024 18:23:47;08596683010655;;;Balení nebo vnit?ní balení;TP;P?echodka;PR;06;;MxRp;MRP;10;.;PR10MRP.181;PR10MRP;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;181;;;18;;"18 mm x 1""";;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L Female street adapter (MxRp);P?echodka s vnit?ním závitem;PRESS 316L P?echodka s vnit?ním závitem (MxRp);;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 18 mm x 1""";P?echodka s vnit?ním závitem;"(MxRp) 18 mm x 1""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683010662;DRAFT;TAVINOX;CS;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 18 mm x 1""";EN;"PRESS 316L Female street adapter (MxRp) 18 mm x 1""";70.0000000000;Kus;H87;10004022;CASE;Krabice, karton;TRUE;14;08596683010655;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;21.10.2024 18:23:59;21.10.2024 18:34:41;08596683010662;;;Krabice, karton;TP;P?echodka;PR;06;;MxRp;MRP;10;.;PR10MRP.181;PR10MRP;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;181;;;18;;"18 mm x 1""";;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L Female street adapter (MxRp);P?echodka s vnit?ním závitem;PRESS 316L P?echodka s vnit?ním závitem (MxRp);;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 18 mm x 1""";P?echodka s vnit?ním závitem;"(MxRp) 18 mm x 1""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683010679;DRAFT;TAVINOX;CS;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 22 mm x 1/2""";EN;"PRESS 316L Female street adapter (MxRp) 22 mm x 1/2""";1.0000000000;Kus;H87;10004022;BASE_UNIT_OR_EACH;Kus, základní balení;TRUE;;;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:36:13;21.10.2024 18:14:55;08596683010679;08596683010686;08596683010693;Základní položka;TP;P?echodka;PR;06;;MxRp;MRP;10;.;PR10MRP.2212;PR10MRP;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;2212;;0,077;22;1,5;"22 mm x 1/2""";<Logo TAVINOX Centered>;TAVINOX;"(M)22x1/2""-316L";DVGW;08596683010679.jpg;https://id.tavinox.com/01/08596683010679;58;29;x;;x;;;;;;;10;pcs;13;bags;130;pcs;C:/images/PR10MRP_label_drawing.png;PRESS 316L Female street adapter (MxRp);P?echodka s vnit?ním závitem;PRESS 316L P?echodka s vnit?ním závitem (MxRp);22;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 22 mm x 1/2""";P?echodka s vnit?ním závitem;"(MxRp) 22 mm x 1/2"""; $1,36 ;;;;;;;;A;320x240x170;230x210;;;0;0;0; $-   ;0,00;33,29;1,31;1,28;35,88;35,18;35,61;36,05;36,70;;16630025; -   K? ; -   K? ; 3,84 € ; 97,15 K? ;271%;;;35,88 K?;322,96 K?;80,74 K?;142,10 K?;44,86 K?;106,22 K?;0;0;0;0;;
08596683010686;DRAFT;TAVINOX;CS;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 22 mm x 1/2""";EN;"PRESS 316L Female street adapter (MxRp) 22 mm x 1/2""";10.0000000000;Kus;H87;10004022;PACK_OR_INNER_PACK;Balení nebo vnit?ní balení;TRUE;10;08596683010679;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:58:53;21.10.2024 18:23:47;08596683010686;;;Balení nebo vnit?ní balení;TP;P?echodka;PR;06;;MxRp;MRP;10;.;PR10MRP.2212;PR10MRP;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;2212;;;22;;"22 mm x 1/2""";;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L Female street adapter (MxRp);P?echodka s vnit?ním závitem;PRESS 316L P?echodka s vnit?ním závitem (MxRp);;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 22 mm x 1/2""";P?echodka s vnit?ním závitem;"(MxRp) 22 mm x 1/2""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683010693;DRAFT;TAVINOX;CS;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 22 mm x 1/2""";EN;"PRESS 316L Female street adapter (MxRp) 22 mm x 1/2""";130.0000000000;Kus;H87;10004022;CASE;Krabice, karton;TRUE;13;08596683010686;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;21.10.2024 18:23:59;21.10.2024 18:34:41;08596683010693;;;Krabice, karton;TP;P?echodka;PR;06;;MxRp;MRP;10;.;PR10MRP.2212;PR10MRP;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;2212;;;22;;"22 mm x 1/2""";;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L Female street adapter (MxRp);P?echodka s vnit?ním závitem;PRESS 316L P?echodka s vnit?ním závitem (MxRp);;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 22 mm x 1/2""";P?echodka s vnit?ním závitem;"(MxRp) 22 mm x 1/2""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683010709;DRAFT;TAVINOX;CS;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 22 mm x 3/4""";EN;"PRESS 316L Female street adapter (MxRp) 22 mm x 3/4""";1.0000000000;Kus;H87;10004022;BASE_UNIT_OR_EACH;Kus, základní balení;TRUE;;;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:36:13;21.10.2024 18:14:55;08596683010709;08596683010716;08596683010723;Základní položka;TP;P?echodka;PR;06;;MxRp;MRP;10;.;PR10MRP.2234;PR10MRP;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;2234;;0,089;22;1,5;"22 mm x 3/4""";<Logo TAVINOX Centered>;TAVINOX;"(M)22x3/4""-316L";DVGW;08596683010709.jpg;https://id.tavinox.com/01/08596683010709;63;30;x;;x;;;;;;;10;pcs;12;bags;120;pcs;C:/images/PR10MRP_label_drawing.png;PRESS 316L Female street adapter (MxRp);P?echodka s vnit?ním závitem;PRESS 316L P?echodka s vnit?ním závitem (MxRp);22;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 22 mm x 3/4""";P?echodka s vnit?ním závitem;"(MxRp) 22 mm x 3/4"""; $1,79 ;;;;;;;;A;320x240x170;230x210;;;0;0;0; $-   ;0,00;43,82;1,52;1,68;47,01;46,20;46,70;47,20;47,96;;16630026; -   K? ; -   K? ; 4,31 € ; 109,04 K? ;232%;;;47,01 K?;423,11 K?;105,78 K?;186,17 K?;58,77 K?;139,16 K?;0;0;0;0;;
08596683010716;DRAFT;TAVINOX;CS;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 22 mm x 3/4""";EN;"PRESS 316L Female street adapter (MxRp) 22 mm x 3/4""";10.0000000000;Kus;H87;10004022;PACK_OR_INNER_PACK;Balení nebo vnit?ní balení;TRUE;10;08596683010709;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:58:53;21.10.2024 18:23:47;08596683010716;;;Balení nebo vnit?ní balení;TP;P?echodka;PR;06;;MxRp;MRP;10;.;PR10MRP.2234;PR10MRP;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;2234;;;22;;"22 mm x 3/4""";;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L Female street adapter (MxRp);P?echodka s vnit?ním závitem;PRESS 316L P?echodka s vnit?ním závitem (MxRp);;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 22 mm x 3/4""";P?echodka s vnit?ním závitem;"(MxRp) 22 mm x 3/4""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683010723;DRAFT;TAVINOX;CS;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 22 mm x 3/4""";EN;"PRESS 316L Female street adapter (MxRp) 22 mm x 3/4""";120.0000000000;Kus;H87;10004022;CASE;Krabice, karton;TRUE;12;08596683010716;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;21.10.2024 18:23:59;21.10.2024 18:34:41;08596683010723;;;Krabice, karton;TP;P?echodka;PR;06;;MxRp;MRP;10;.;PR10MRP.2234;PR10MRP;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;2234;;;22;;"22 mm x 3/4""";;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L Female street adapter (MxRp);P?echodka s vnit?ním závitem;PRESS 316L P?echodka s vnit?ním závitem (MxRp);;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 22 mm x 3/4""";P?echodka s vnit?ním závitem;"(MxRp) 22 mm x 3/4""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683010730;DRAFT;TAVINOX;CS;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 22 mm x 1""";EN;"PRESS 316L Female street adapter (MxRp) 22 mm x 1""";1.0000000000;Kus;H87;10004022;BASE_UNIT_OR_EACH;Kus, základní balení;TRUE;;;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:36:13;21.10.2024 18:14:55;08596683010730;08596683010747;08596683010754;Základní položka;TP;P?echodka;PR;06;;MxRp;MRP;10;.;PR10MRP.221;PR10MRP;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;221;;0,143;22;1,5;"22 mm x 1""";<Logo TAVINOX Centered>;TAVINOX;"(M)22x1""-316L";DVGW;08596683010730.jpg;https://id.tavinox.com/01/08596683010730;66;33,5;x;;x;;;;;;;5;pcs;14;bags;70;pcs;C:/images/PR10MRP_label_drawing.png;PRESS 316L Female street adapter (MxRp);P?echodka s vnit?ním závitem;PRESS 316L P?echodka s vnit?ním závitem (MxRp);22;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 22 mm x 1""";P?echodka s vnit?ním závitem;"(MxRp) 22 mm x 1"""; $2,22 ;;;;;;;;A;320x240x170;230x210;;;0;0;0; $-   ;0,00;54,35;2,44;2,10;58,88;57,57;58,38;59,19;60,40;;; -   K? ; -   K? ;; -   K? ;0%;;;58,88 K?;529,94 K?;132,49 K?;233,17 K?;73,60 K?;174,29 K?;0;0;0;0;;
08596683010747;DRAFT;TAVINOX;CS;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 22 mm x 1""";EN;"PRESS 316L Female street adapter (MxRp) 22 mm x 1""";5.0000000000;Kus;H87;10004022;PACK_OR_INNER_PACK;Balení nebo vnit?ní balení;TRUE;5;08596683010730;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:58:53;21.10.2024 18:23:47;08596683010747;;;Balení nebo vnit?ní balení;TP;P?echodka;PR;06;;MxRp;MRP;10;.;PR10MRP.221;PR10MRP;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;221;;;22;;"22 mm x 1""";;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L Female street adapter (MxRp);P?echodka s vnit?ním závitem;PRESS 316L P?echodka s vnit?ním závitem (MxRp);;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 22 mm x 1""";P?echodka s vnit?ním závitem;"(MxRp) 22 mm x 1""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683010754;DRAFT;TAVINOX;CS;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 22 mm x 1""";EN;"PRESS 316L Female street adapter (MxRp) 22 mm x 1""";70.0000000000;Kus;H87;10004022;CASE;Krabice, karton;TRUE;14;08596683010747;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;21.10.2024 18:23:59;21.10.2024 18:34:41;08596683010754;;;Krabice, karton;TP;P?echodka;PR;06;;MxRp;MRP;10;.;PR10MRP.221;PR10MRP;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;221;;;22;;"22 mm x 1""";;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L Female street adapter (MxRp);P?echodka s vnit?ním závitem;PRESS 316L P?echodka s vnit?ním závitem (MxRp);;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 22 mm x 1""";P?echodka s vnit?ním závitem;"(MxRp) 22 mm x 1""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683010761;DRAFT;TAVINOX;CS;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 28 mm x 3/4""";EN;"PRESS 316L Female street adapter (MxRp) 28 mm x 3/4""";1.0000000000;Kus;H87;10004022;BASE_UNIT_OR_EACH;Kus, základní balení;TRUE;;;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:36:13;21.10.2024 18:14:55;08596683010761;08596683010778;08596683010785;Základní položka;TP;P?echodka;PR;06;;MxRp;MRP;10;.;PR10MRP.2834;PR10MRP;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;2834;;0,102;28;1,5;"28 mm x 3/4""";<Logo TAVINOX Centered>;TAVINOX;"(M)28x3/4""-316L";DVGW;08596683010761.jpg;https://id.tavinox.com/01/08596683010761;64;30;x;;x;;;;;;;5;pcs;20;bags;100;pcs;C:/images/PR10MRP_label_drawing.png;PRESS 316L Female street adapter (MxRp);P?echodka s vnit?ním závitem;PRESS 316L P?echodka s vnit?ním závitem (MxRp);22;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 28 mm x 3/4""";P?echodka s vnit?ním závitem;"(MxRp) 28 mm x 3/4"""; $1,89 ;;;;;;;;A;320x240x170;230x210;;;0;0;0; $-   ;0,00;46,27;1,74;1,78;49,78;48,84;49,42;50,00;50,86;;16630036; -   K? ; -   K? ; 4,58 € ; 115,87 K? ;233%;;;49,78 K?;448,03 K?;112,01 K?;197,13 K?;62,23 K?;147,35 K?;0;0;0;0;;
08596683010778;DRAFT;TAVINOX;CS;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 28 mm x 3/4""";EN;"PRESS 316L Female street adapter (MxRp) 28 mm x 3/4""";5.0000000000;Kus;H87;10004022;PACK_OR_INNER_PACK;Balení nebo vnit?ní balení;TRUE;5;08596683010761;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:58:53;21.10.2024 18:23:47;08596683010778;;;Balení nebo vnit?ní balení;TP;P?echodka;PR;06;;MxRp;MRP;10;.;PR10MRP.2834;PR10MRP;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;2834;;;28;;"28 mm x 3/4""";;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L Female street adapter (MxRp);P?echodka s vnit?ním závitem;PRESS 316L P?echodka s vnit?ním závitem (MxRp);;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 28 mm x 3/4""";P?echodka s vnit?ním závitem;"(MxRp) 28 mm x 3/4""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683010785;DRAFT;TAVINOX;CS;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 28 mm x 3/4""";EN;"PRESS 316L Female street adapter (MxRp) 28 mm x 3/4""";100.0000000000;Kus;H87;10004022;CASE;Krabice, karton;TRUE;20;08596683010778;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;21.10.2024 18:23:59;21.10.2024 18:34:41;08596683010785;;;Krabice, karton;TP;P?echodka;PR;06;;MxRp;MRP;10;.;PR10MRP.2834;PR10MRP;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;2834;;;28;;"28 mm x 3/4""";;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L Female street adapter (MxRp);P?echodka s vnit?ním závitem;PRESS 316L P?echodka s vnit?ním závitem (MxRp);;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 28 mm x 3/4""";P?echodka s vnit?ním závitem;"(MxRp) 28 mm x 3/4""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683010792;DRAFT;TAVINOX;CS;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 28 mm x 1""";EN;"PRESS 316L Female street adapter (MxRp) 28 mm x 1""";1.0000000000;Kus;H87;10004022;BASE_UNIT_OR_EACH;Kus, základní balení;TRUE;;;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:36:13;21.10.2024 18:14:55;08596683010792;08596683010808;08596683010815;Základní položka;TP;P?echodka;PR;06;;MxRp;MRP;10;.;PR10MRP.281;PR10MRP;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;281;;0,161;28;1,5;"28 mm x 1""";<Logo TAVINOX Centered>;TAVINOX;"(M)28x1""-316L";DVGW;08596683010792.jpg;https://id.tavinox.com/01/08596683010792;73;33,5;x;;x;;;;;;;5;pcs;14;bags;70;pcs;C:/images/PR10MRP_label_drawing.png;PRESS 316L Female street adapter (MxRp);P?echodka s vnit?ním závitem;PRESS 316L P?echodka s vnit?ním závitem (MxRp);22;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 28 mm x 1""";P?echodka s vnit?ním závitem;"(MxRp) 28 mm x 1"""; $2,89 ;;;;;;;;A;320x240x170;230x210;;;0;0;0; $-   ;0,00;70,75;2,74;2,72;76,21;74,73;75,64;76,55;77,92;;16630037; -   K? ; -   K? ; 5,27 € ; 133,33 K? ;175%;;;76,21 K?;685,88 K?;171,47 K?;301,79 K?;95,26 K?;225,58 K?;0;0;0;0;;
08596683010808;DRAFT;TAVINOX;CS;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 28 mm x 1""";EN;"PRESS 316L Female street adapter (MxRp) 28 mm x 1""";5.0000000000;Kus;H87;10004022;PACK_OR_INNER_PACK;Balení nebo vnit?ní balení;TRUE;5;08596683010792;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:58:53;21.10.2024 18:23:47;08596683010808;;;Balení nebo vnit?ní balení;TP;P?echodka;PR;06;;MxRp;MRP;10;.;PR10MRP.281;PR10MRP;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;281;;;28;;"28 mm x 1""";;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L Female street adapter (MxRp);P?echodka s vnit?ním závitem;PRESS 316L P?echodka s vnit?ním závitem (MxRp);;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 28 mm x 1""";P?echodka s vnit?ním závitem;"(MxRp) 28 mm x 1""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683010815;DRAFT;TAVINOX;CS;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 28 mm x 1""";EN;"PRESS 316L Female street adapter (MxRp) 28 mm x 1""";70.0000000000;Kus;H87;10004022;CASE;Krabice, karton;TRUE;14;08596683010808;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;21.10.2024 18:23:59;21.10.2024 18:34:41;08596683010815;;;Krabice, karton;TP;P?echodka;PR;06;;MxRp;MRP;10;.;PR10MRP.281;PR10MRP;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;281;;;28;;"28 mm x 1""";;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L Female street adapter (MxRp);P?echodka s vnit?ním závitem;PRESS 316L P?echodka s vnit?ním závitem (MxRp);;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 28 mm x 1""";P?echodka s vnit?ním závitem;"(MxRp) 28 mm x 1""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683010822;DRAFT;TAVINOX;CS;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 35 mm x 5/4""";EN;"PRESS 316L Female street adapter (MxRp) 35 mm x 5/4""";1.0000000000;Kus;H87;10004022;BASE_UNIT_OR_EACH;Kus, základní balení;TRUE;;;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:36:13;21.10.2024 18:14:55;08596683010822;08596683010839;08596683010846;Základní položka;TP;P?echodka;PR;06;;MxRp;MRP;10;.;PR10MRP.3554;PR10MRP;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;3554;;0,182;35;1,5;"35 mm x 5/4""";<Logo TAVINOX Centered>;TAVINOX;"(M)35x5/4""-316L";DVGW;08596683010822.jpg;https://id.tavinox.com/01/08596683010822;76;36;x;;x;;;;;;;5;pcs;8;bags;40;pcs;C:/images/PR10MRP_label_drawing.png;PRESS 316L Female street adapter (MxRp);P?echodka s vnit?ním závitem;PRESS 316L P?echodka s vnit?ním závitem (MxRp);22;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 35 mm x 5/4""";P?echodka s vnit?ním závitem;"(MxRp) 35 mm x 5/4"""; $3,79 ;;;;;;;;A;320x240x170;230x210;;;0;0;0; $-   ;0,00;92,78;3,10;3,55;99,43;97,76;98,78;99,81;101,36;;16630045; -   K? ; -   K? ; 7,46 € ; 188,74 K? ;190%;;;99,43 K?;894,84 K?;223,71 K?;393,73 K?;124,28 K?;294,30 K?;0;0;0;0;;
