Gtin;Status;BrandName;TradeItemDescription.LanguageCode;TradeItemDescription.Value;TradeItemDescription.LanguageCode;TradeItemDescription.Value;ProductNetContent.Value;ProductNetContent.MeasureUnit;ProductNetContent.MeasureUnitCode;GpcId;TradeItemUnitDescriptorCode;TradeItemUnitDescriptor;IsTradeItemAConsumerUnit;ChildGtin.Quantity;ChildGtin.Gtin;TargetMarket.CountryCode;TargetMarket.CountryName;TargetMarket.AdditionalTradeItemIdentification;TargetMarket.ExternalProductImageUrl;TargetMarket.CountryCode;TargetMarket.CountryName;TargetMarket.AdditionalTradeItemIdentification;TargetMarket.ExternalProductImageUrl;TargetMarket.CountryCode;TargetMarket.CountryName;TargetMarket.AdditionalTradeItemIdentification;TargetMarket.ExternalProductImageUrl;TargetMarket.CountryCode;TargetMarket.CountryName;TargetMarket.AdditionalTradeItemIdentification;TargetMarket.ExternalProductImageUrl;TargetMarket.CountryCode;TargetMarket.CountryName;TargetMarket.AdditionalTradeItemIdentification;TargetMarket.ExternalProductImageUrl;TargetMarket.CountryCode;TargetMarket.CountryName;TargetMarket.AdditionalTradeItemIdentification;TargetMarket.ExternalProductImageUrl;TargetMarket.CountryCode;TargetMarket.CountryName;TargetMarket.AdditionalTradeItemIdentification;TargetMarket.ExternalProductImageUrl;CreatedDateTime;LastChangeDateTime;EAN;EAN sá?ek;EAN Krabice;Druh položky;Produktová ?ada;Kategorie;Prefix kategorie;Kód kategorie;Podkategorie;Provedení;Kod provedení;Varianta;Odd?lova?;Kód produktu;Prefix Kód produktu;Druh materiálu;Skupina položek AX;Skupina ?ádkové slevy AX;Dodavatel;I?O Dodavatele;Zem? p?vodu;Norma;T?ída materiálu;Pr?m?r;Úhel [°];Váha [kg];Pr?m?r (D) [mm];Tlouš?ka st?ny (T) [mm];Rozm?r;First line engraving;Second line engraving;Third line engraving;Fourth line engraving;Engraving on back filename;GS1 digitallink;L [mm];Rozm?r (L1) [mm];Rozm?r (Z) [mm];Rozm?r (Z1) [mm];Rozm?r (S) [mm];Rozm?r (S1) [mm];Prm. (d) [mm];Po?et d?r (n);Rozm?r (H) ;Rozm?r (D1)  [mm] ;Rozm?r (D2)  [mm] ;Sá?ek ks;Sá?ek jednotka EN;Po?et sá?k? v krabici;Jednotka sacky v krabici EN;Krabice ks;Krabice jednotka EN;UNC obrazek stitek;Popis štítek EN;Popis štítek CZ;Popis štítek CZ bez rozm?ru;Druh zápisu;Název;Zkrácený popis štítek CZ PH;RZZZ; Nákupní cena CN [USD] ;P?vdoní cena;Zdražení;bbb;nár?st;fa;Drawing_url;picture_url;Typ Krabice;Rozm?r Krabice;Rozm?r sá?ku;x11;Objednávka 0;Objednávka krabic 0;1. Objednávka ks;1. Objednávka krabic;1 objednávka cena za položky;Váha zboží 1. objednávky [kg];NC Zboží po Michalovi CZK;Cena dopravy CZK;Cena cla;Základní kalkulace NC sklad;NC po clu a doprave za  3000USD, USD je 24;NC po clu a doprave za  5000USD, USD je 24;NC po clu a doprave za  7000USD, USD je 24;NC po clu a doprave za  10000USD, USD je 24; ARSECO DPC ;Kod ARSECO; ARSECO 50% TENDR ; ARSECO ARENA ; Nákup VO DE EUR ; Nákup VO DE CZK ;Násobek DE vs Nákupní cena CN;Nejlevn?jší na Inet;rozdíl nákup vs internet koeficient;NC priblizebna sklad;Cenik TP316L;PC ARSECO TAVINOX;PC VO1 TAVINOX;Hruba marze PC ARSECO TAVINOX;Hruba marze PC VO1 TAVINOX;2. Objednávka ks;2. Objednávka krabic;3. Objednávka ks;3. Objednávka krabic;4. Objednávka ks;4. Objednávka krabic
08596683000083;DRAFT;TAVINOX;CS;PRESS 316L Nátrubek (FxF) 22 mm;EN;PRESS 316L Equal Coupler (FxF) 22 mm;150.0000000000;Kus;H87;10004022;CASE;Krabice, karton;TRUE;15;08596683000076;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;21.10.2024 18:23:59;21.10.2024 18:34:41;08596683000083;;;Krabice, karton;TP;Nátrubek;NA;04;;FxF;FF;10;.;NA10FF.22;NA10FF;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;22;;;22;;22 mm;;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L Equal Coupler (FxF);Nátrubek;PRESS 316L Nátrubek (FxF);;PRESS 316L Nátrubek (FxF) 22 mm;Nátrubek ;(FxF) 22 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683000090;DRAFT;TAVINOX;CS;PRESS 316L Nátrubek (FxF) 28 mm;EN;PRESS 316L Equal Coupler (FxF) 28 mm;1.0000000000;Kus;H87;10004022;BASE_UNIT_OR_EACH;Kus, základní balení;TRUE;;;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:36:13;21.10.2024 18:14:55;08596683000090;08596683000106;08596683000113;Základní položka;TP;Nátrubek;NA;04;;FxF;FF;10;.;NA10FF.28;NA10FF;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;28;;0,069;28;;28 mm;<Logo TAVINOX Centered>;TAVINOX;(M)28-316L;DVGW;08596683000090.jpg;https://id.tavinox.com/01/08596683000090;56;;10;;;;;;;;;5;pcs;20;bags;100;pcs;C:/images/NA10FF_label_drawing.png;PRESS 316L Equal Coupler (FxF);Nátrubek;PRESS 316L Nátrubek (FxF);3;PRESS 316L Nátrubek (FxF) 28 mm;Nátrubek ;(FxF) 28 mm; $1,19 ; $1,05 ; $0,14 ;1,133333333;13%;;;;A;320x240x170;230x210;;700;7;700;7; $833,00 ;48,30;29,13;1,18;1,12;31,43;30,79;31,18;31,57;32,16; 155,52 K? ;16440004; 77,76 K? ; 73,87 K? ; 2,39 € ; 60,47 K? ;192%;92,00 K?;2,92733258;31,43 K?;282,85 K?;70,71 K?;124,45 K?;39,28 K?;93,03 K?;1500;15;2300;23;;
08596683000106;DRAFT;TAVINOX;CS;PRESS 316L Nátrubek (FxF) 28 mm;EN;PRESS 316L Equal Coupler (FxF) 28 mm;5.0000000000;Kus;H87;10004022;PACK_OR_INNER_PACK;Balení nebo vnit?ní balení;TRUE;5;08596683000090;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:58:53;21.10.2024 18:23:47;08596683000106;;;Balení nebo vnit?ní balení;TP;Nátrubek;NA;04;;FxF;FF;10;.;NA10FF.28;NA10FF;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;28;;;28;;28 mm;;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L Equal Coupler (FxF);Nátrubek;PRESS 316L Nátrubek (FxF);;PRESS 316L Nátrubek (FxF) 28 mm;Nátrubek ;(FxF) 28 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683000113;DRAFT;TAVINOX;CS;PRESS 316L Nátrubek (FxF) 28 mm;EN;PRESS 316L Equal Coupler (FxF) 28 mm;100.0000000000;Kus;H87;10004022;CASE;Krabice, karton;TRUE;20;08596683000106;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;21.10.2024 18:23:59;21.10.2024 18:34:41;08596683000113;;;Krabice, karton;TP;Nátrubek;NA;04;;FxF;FF;10;.;NA10FF.28;NA10FF;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;28;;;28;;28 mm;;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L Equal Coupler (FxF);Nátrubek;PRESS 316L Nátrubek (FxF);;PRESS 316L Nátrubek (FxF) 28 mm;Nátrubek ;(FxF) 28 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683000120;DRAFT;TAVINOX;CS;PRESS 316L Nátrubek (FxF) 35 mm;EN;PRESS 316L Equal Coupler (FxF) 35 mm;1.0000000000;Kus;H87;10004022;BASE_UNIT_OR_EACH;Kus, základní balení;TRUE;;;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:36:13;21.10.2024 18:14:55;08596683000120;08596683000137;08596683000144;Základní položka;TP;Nátrubek;NA;04;;FxF;FF;10;.;NA10FF.35;NA10FF;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;35;;0,103;35;;35 mm;<Logo TAVINOX Centered>;TAVINOX;(M)35-316L;DVGW;08596683000120.jpg;https://id.tavinox.com/01/08596683000120;65;;13;;;;;;;;;5;pcs;12;bags;60;pcs;C:/images/NA10FF_label_drawing.png;PRESS 316L Equal Coupler (FxF);Nátrubek;PRESS 316L Nátrubek (FxF);3;PRESS 316L Nátrubek (FxF) 35 mm;Nátrubek ;(FxF) 35 mm; $1,78 ; $1,63 ; $0,15 ;1,09202454;9%;;;;A;320x240x170;230x210;;540;9;420;7; $747,60 ;43,26;43,57;1,75;1,68;47,01;46,06;46,64;47,22;48,10; 227,30 K? ;16440005; 113,65 K? ; 107,97 K? ; 3,49 € ; 88,30 K? ;188%;154,00 K?;3,276168307;47,01 K?;423,06 K?;105,76 K?;186,14 K?;58,76 K?;139,14 K?;1200;20;1680;28;;
08596683000137;DRAFT;TAVINOX;CS;PRESS 316L Nátrubek (FxF) 35 mm;EN;PRESS 316L Equal Coupler (FxF) 35 mm;5.0000000000;Kus;H87;10004022;PACK_OR_INNER_PACK;Balení nebo vnit?ní balení;TRUE;5;08596683000120;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:58:53;21.10.2024 18:23:47;08596683000137;;;Balení nebo vnit?ní balení;TP;Nátrubek;NA;04;;FxF;FF;10;.;NA10FF.35;NA10FF;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;35;;;35;;35 mm;;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L Equal Coupler (FxF);Nátrubek;PRESS 316L Nátrubek (FxF);;PRESS 316L Nátrubek (FxF) 35 mm;Nátrubek ;(FxF) 35 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683000144;DRAFT;TAVINOX;CS;PRESS 316L Nátrubek (FxF) 35 mm;EN;PRESS 316L Equal Coupler (FxF) 35 mm;60.0000000000;Kus;H87;10004022;CASE;Krabice, karton;TRUE;12;08596683000137;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;21.10.2024 18:23:59;21.10.2024 18:34:41;08596683000144;;;Krabice, karton;TP;Nátrubek;NA;04;;FxF;FF;10;.;NA10FF.35;NA10FF;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;35;;;35;;35 mm;;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L Equal Coupler (FxF);Nátrubek;PRESS 316L Nátrubek (FxF);;PRESS 316L Nátrubek (FxF) 35 mm;Nátrubek ;(FxF) 35 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683000151;DRAFT;TAVINOX;CS;PRESS 316L Nátrubek (FxF) 42 mm;EN;PRESS 316L Equal Coupler (FxF) 42 mm;1.0000000000;Kus;H87;10004022;BASE_UNIT_OR_EACH;Kus, základní balení;TRUE;;;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:36:13;21.10.2024 18:14:55;08596683000151;08596683000168;08596683000175;Základní položka;TP;Nátrubek;NA;04;;FxF;FF;10;.;NA10FF.42;NA10FF;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;42;;0,142;42;;42 mm;<Logo TAVINOX Centered>;TAVINOX;(M)42-316L;DVGW;08596683000151.jpg;https://id.tavinox.com/01/08596683000151;74;;14;;;;;;;;;1;pc;40;bags;40;pcs;C:/images/NA10FF_label_drawing.png;PRESS 316L Equal Coupler (FxF);Nátrubek;PRESS 316L Nátrubek (FxF);3;PRESS 316L Nátrubek (FxF) 42 mm;Nátrubek ;(FxF) 42 mm; $2,35 ; $2,20 ; $0,15 ;1,068181818;7%;;;;A;320x240x170;230x210;;400;10;480;12; $1 128,00 ;68,16;57,53;2,42;2,22;62,16;60,86;61,66;62,47;63,67; 289,23 K? ;16440006; 144,62 K? ; 137,38 K? ; 4,44 € ; 112,33 K? ;181%;208,00 K?;3,345937207;62,16 K?;559,48 K?;139,87 K?;246,17 K?;77,71 K?;184,01 K?;1200;30;1320;33;;
08596683000168;DRAFT;TAVINOX;CS;PRESS 316L Nátrubek (FxF) 42 mm;EN;PRESS 316L Equal Coupler (FxF) 42 mm;1.0000000000;Kus;H87;10004022;PACK_OR_INNER_PACK;Balení nebo vnit?ní balení;TRUE;1;08596683000151;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:58:53;21.10.2024 18:23:47;08596683000168;;;Balení nebo vnit?ní balení;TP;Nátrubek;NA;04;;FxF;FF;10;.;NA10FF.42;NA10FF;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;42;;;42;;42 mm;;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L Equal Coupler (FxF);Nátrubek;PRESS 316L Nátrubek (FxF);;PRESS 316L Nátrubek (FxF) 42 mm;Nátrubek ;(FxF) 42 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683000175;DRAFT;TAVINOX;CS;PRESS 316L Nátrubek (FxF) 42 mm;EN;PRESS 316L Equal Coupler (FxF) 42 mm;40.0000000000;Kus;H87;10004022;CASE;Krabice, karton;TRUE;40;08596683000168;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;21.10.2024 18:23:59;21.10.2024 18:34:41;08596683000175;;;Krabice, karton;TP;Nátrubek;NA;04;;FxF;FF;10;.;NA10FF.42;NA10FF;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;42;;;42;;42 mm;;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L Equal Coupler (FxF);Nátrubek;PRESS 316L Nátrubek (FxF);;PRESS 316L Nátrubek (FxF) 42 mm;Nátrubek ;(FxF) 42 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683000182;DRAFT;TAVINOX;CS;PRESS 316L Nátrubek (FxF) 54 mm;EN;PRESS 316L Equal Coupler (FxF) 54 mm;1.0000000000;Kus;H87;10004022;BASE_UNIT_OR_EACH;Kus, základní balení;TRUE;;;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:36:13;21.10.2024 18:14:55;08596683000182;08596683000199;08596683000205;Základní položka;TP;Nátrubek;NA;04;;FxF;FF;10;.;NA10FF.54;NA10FF;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;54;;0,202;54;;54 mm;<Logo TAVINOX Centered>;TAVINOX;(M)54-316L;DVGW;08596683000182.jpg;https://id.tavinox.com/01/08596683000182;86;;16;;;;;;;;;1;pc;25;bags;25;pcs;C:/images/NA10FF_label_drawing.png;PRESS 316L Equal Coupler (FxF);Nátrubek;PRESS 316L Nátrubek (FxF);3;PRESS 316L Nátrubek (FxF) 54 mm;Nátrubek ;(FxF) 54 mm; $2,85 ; $2,70 ; $0,15 ;1,055555556;6%;;;;A;320x240x170;230x210;;400;16;450;18; $1 282,50 ;90,90;69,77;3,44;2,71;75,92;74,06;75,20;76,35;78,06; 373,68 K? ;16440007; 186,84 K? ; 177,50 K? ; 5,74 € ; 145,22 K? ;191%;249,00 K?;3,279866889;75,92 K?;683,26 K?;170,81 K?;300,63 K?;94,90 K?;224,72 K?;500;20;650;26;;
08596683000199;DRAFT;TAVINOX;CS;PRESS 316L Nátrubek (FxF) 54 mm;EN;PRESS 316L Equal Coupler (FxF) 54 mm;1.0000000000;Kus;H87;10004022;PACK_OR_INNER_PACK;Balení nebo vnit?ní balení;TRUE;1;08596683000182;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:58:53;21.10.2024 18:23:47;08596683000199;;;Balení nebo vnit?ní balení;TP;Nátrubek;NA;04;;FxF;FF;10;.;NA10FF.54;NA10FF;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;54;;;54;;54 mm;;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L Equal Coupler (FxF);Nátrubek;PRESS 316L Nátrubek (FxF);;PRESS 316L Nátrubek (FxF) 54 mm;Nátrubek ;(FxF) 54 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683000205;DRAFT;TAVINOX;CS;PRESS 316L Nátrubek (FxF) 54 mm;EN;PRESS 316L Equal Coupler (FxF) 54 mm;25.0000000000;Kus;H87;10004022;CASE;Krabice, karton;TRUE;25;08596683000199;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;21.10.2024 18:23:59;21.10.2024 18:34:41;08596683000205;;;Krabice, karton;TP;Nátrubek;NA;04;;FxF;FF;10;.;NA10FF.54;NA10FF;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;54;;;54;;54 mm;;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L Equal Coupler (FxF);Nátrubek;PRESS 316L Nátrubek (FxF);;PRESS 316L Nátrubek (FxF) 54 mm;Nátrubek ;(FxF) 54 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683000212;ACTIVE;TAVINOX;CS;PRESS 316L Nátrubek (FxF) 76,1 mm;EN;PRESS 316L Equal Coupler (FxF) 76,1 mm;1.0000000000;Kus;H87;10004022;BASE_UNIT_OR_EACH;Kus, základní balení;TRUE;;;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:36:13;21.10.2024 18:14:55;08596683000212;08596683000229;08596683000236;Základní položka;TP;Nátrubek;NA;04;;FxF;FF;10;.;NA10FF.76;NA10FF;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;76;;0,593;76,1;;76,1 mm;<Logo TAVINOX Centered>;TAVINOX;(M)76,1-316L;DVGW;08596683000212.jpg;https://id.tavinox.com/01/08596683000212;140;;33;;;;;;;;;1;pc;8;bags;8;pcs;C:/images/NA10FF_label_drawing.png;PRESS 316L Equal Coupler (FxF);Nátrubek;PRESS 316L Nátrubek (FxF);3;PRESS 316L Nátrubek (FxF) 76,1 mm;Nátrubek ;(FxF) 76,1 mm; $11,52 ; $11,06 ; $0,46 ;1,04159132;4%;;;;A;320x240x170;230x210;;304;38;136;17; $1 566,72 ;80,65;282,01;10,10;10,81;302,92;297,47;300,82;304,18;309,20; 1 197,03 K? ;16440008; 598,52 K? ; 568,59 K? ; 18,38 € ; 465,01 K? ;154%;939,00 K?;3,099836428;302,92 K?;2 726,27 K?;681,57 K?;1 199,56 K?;378,65 K?;896,64 K?;280;35;304;38;;
08596683000229;DRAFT;TAVINOX;CS;PRESS 316L Nátrubek (FxF) 76,1 mm;EN;PRESS 316L Equal Coupler (FxF) 76,1 mm;1.0000000000;Kus;H87;10004022;PACK_OR_INNER_PACK;Balení nebo vnit?ní balení;TRUE;1;08596683000212;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:58:53;21.10.2024 18:23:47;08596683000229;;;Balení nebo vnit?ní balení;TP;Nátrubek;NA;04;;FxF;FF;10;.;NA10FF.76;NA10FF;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;76;;;76,1;;76,1 mm;;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L Equal Coupler (FxF);Nátrubek;PRESS 316L Nátrubek (FxF);;PRESS 316L Nátrubek (FxF) 76,1 mm;Nátrubek ;(FxF) 76,1 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683000236;DRAFT;TAVINOX;CS;PRESS 316L Nátrubek (FxF) 76,1 mm;EN;PRESS 316L Equal Coupler (FxF) 76,1 mm;8.0000000000;Kus;H87;10004022;CASE;Krabice, karton;TRUE;8;08596683000229;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;21.10.2024 18:23:59;21.10.2024 18:34:41;08596683000236;;;Krabice, karton;TP;Nátrubek;NA;04;;FxF;FF;10;.;NA10FF.76;NA10FF;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;76;;;76,1;;76,1 mm;;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L Equal Coupler (FxF);Nátrubek;PRESS 316L Nátrubek (FxF);;PRESS 316L Nátrubek (FxF) 76,1 mm;Nátrubek ;(FxF) 76,1 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683000243;DRAFT;TAVINOX;CS;PRESS 316L Nátrubek (FxF) 88,9 mm;EN;PRESS 316L Equal Coupler (FxF) 88,9 mm;1.0000000000;Kus;H87;10004022;BASE_UNIT_OR_EACH;Kus, základní balení;TRUE;;;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:36:13;21.10.2024 18:14:55;08596683000243;08596683000250;08596683000267;Základní položka;TP;Nátrubek;NA;04;;FxF;FF;10;.;NA10FF.88;NA10FF;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;88;;0,821;88,9;;88,9 mm;<Logo TAVINOX Centered>;TAVINOX;(M)88,9-316L;DVGW;08596683000243.jpg;https://id.tavinox.com/01/08596683000243;160;;45;;;;;;;;;1;pc;3;bags;3;pcs;C:/images/NA10FF_label_drawing.png;PRESS 316L Equal Coupler (FxF);Nátrubek;PRESS 316L Nátrubek (FxF);3;PRESS 316L Nátrubek (FxF) 88,9 mm;Nátrubek ;(FxF) 88,9 mm; $13,55 ; $13,09 ; $0,46 ;1,035141329;4%;;;;A;320x240x170;230x210;;201;67;81;27; $1 097,55 ;66,50;331,70;13,99;12,79;358,48;350,94;355,58;360,22;367,18; 1 608,71 K? ;16440009; 804,36 K? ; 764,14 K? ; 24,70 € ; 624,91 K? ;174%;;;358,48 K?;3 226,32 K?;806,58 K?;1 419,58 K?;448,10 K?;1 061,10 K?;180;60;213;71;;
08596683000250;DRAFT;TAVINOX;CS;PRESS 316L Nátrubek (FxF) 88,9 mm;EN;PRESS 316L Equal Coupler (FxF) 88,9 mm;1.0000000000;Kus;H87;10004022;PACK_OR_INNER_PACK;Balení nebo vnit?ní balení;TRUE;1;08596683000243;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:58:53;21.10.2024 18:23:47;08596683000250;;;Balení nebo vnit?ní balení;TP;Nátrubek;NA;04;;FxF;FF;10;.;NA10FF.88;NA10FF;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;88;;;88,9;;88,9 mm;;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L Equal Coupler (FxF);Nátrubek;PRESS 316L Nátrubek (FxF);;PRESS 316L Nátrubek (FxF) 88,9 mm;Nátrubek ;(FxF) 88,9 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683000267;DRAFT;TAVINOX;CS;PRESS 316L Nátrubek (FxF) 88,9 mm;EN;PRESS 316L Equal Coupler (FxF) 88,9 mm;3.0000000000;Kus;H87;10004022;CASE;Krabice, karton;TRUE;3;08596683000250;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;21.10.2024 18:23:59;21.10.2024 18:34:41;08596683000267;;;Krabice, karton;TP;Nátrubek;NA;04;;FxF;FF;10;.;NA10FF.88;NA10FF;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;88;;;88,9;;88,9 mm;;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L Equal Coupler (FxF);Nátrubek;PRESS 316L Nátrubek (FxF);;PRESS 316L Nátrubek (FxF) 88,9 mm;Nátrubek ;(FxF) 88,9 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
